Wall time,Step,Value
1776342629.2160833,1,2.592799663543701
1776342645.9286578,3,2.5060625076293945
1776342653.2116835,4,2.31691575050354
1776342659.8544667,5,1.9941956996917725
1776342666.4632006,6,2.3890268802642822
1776342679.8132775,8,2.2278075218200684
1776342693.400905,10,2.752415895462036
1776342700.7899735,11,1.8870669603347778
1776342707.3989534,12,1.4334356784820557
1776342721.5447042,14,2.549006462097168
1776342728.5238323,15,3.2885546684265137
1776342735.1257312,16,2.910184860229492
1776342742.1593254,17,2.539651393890381
1776342748.525559,18,2.6494085788726807
1776342755.003071,19,1.9330639839172363
1776342761.9200523,20,2.0833868980407715
1776342769.3842816,21,2.3509860038757324
1776342776.0375032,22,1.971897006034851
1776342782.8361802,23,1.734696388244629
1776342789.1533427,24,1.7144412994384766
1776342801.7063835,26,1.5131473541259766
1776342808.2887657,27,1.8387162685394287
1776342815.2291286,28,1.6658599376678467
1776342821.9383383,29,2.3900625705718994
1776342828.7420032,30,1.93302321434021
1776342835.4189372,31,1.6484155654907227
1776342842.2577393,32,1.7474732398986816
1776342848.608906,33,2.3311855792999268
1776342855.7600713,34,1.5788800716400146
1776342862.3779562,35,2.026301145553589
1776342869.4272957,36,2.1105360984802246
1776342875.9695246,37,2.0793137550354004
1776342882.8679256,38,1.492060661315918
1776342889.1778564,39,1.903421401977539
1776342895.7380328,40,1.594862699508667
1776342902.599139,41,1.6827943325042725
1776342916.11344,43,1.25331711769104
1776342923.2346709,44,1.7863922119140625
1776342944.4738283,47,1.4462405443191528
1776342950.8453882,48,1.1720187664031982
1776342957.4125247,49,1.2027804851531982
1776342963.8228366,50,1.1937248706817627
1776342970.8467362,51,1.2184436321258545
1776342977.9920247,52,1.0979461669921875
1776342984.6978016,53,0.8392424583435059
1776342992.0824876,54,1.025193691253662
1776342999.9500222,55,0.9619468450546265
1776343006.705597,56,0.699133574962616
1776343021.0118585,58,1.2059216499328613
1776343027.2354097,59,1.378767728805542
1776343041.0477061,61,0.9238481521606445
1776343047.6192317,62,0.4916136562824249
1776343054.4605064,63,0.6440044641494751
1776343060.678867,64,0.6051207780838013
1776343074.8170283,66,0.39976927638053894
1776343081.9349651,67,1.6860955953598022
1776343088.579957,68,0.6296980381011963
1776343095.4038153,69,0.5040237903594971
1776343101.9361172,70,0.4691509008407593
1776343108.6124654,71,0.7269459962844849
1776343115.3987179,72,0.434852659702301
1776343121.9920473,73,0.5664991140365601
1776343128.5696254,74,0.30943241715431213
1776343134.9442632,75,0.6637629866600037
1776343141.2863774,76,0.5592644810676575
1776343148.3514035,77,0.19746050238609314
1776343154.729897,78,0.7089782953262329
1776343161.7531824,79,0.412905216217041
1776343168.328981,80,0.5194317102432251
1776343175.7808447,81,0.6517126560211182
1776343182.3527753,82,0.5039573907852173
1776343189.7667973,83,0.5297998785972595
1776343196.4860263,84,0.7349138259887695
1776343203.0307298,85,0.3798760175704956
1776343210.009527,86,0.4337615370750427
1776343216.640914,87,0.4059717059135437
1776343223.1264987,88,0.4212171733379364
1776343230.139475,89,0.5265544652938843
1776343236.8096492,90,0.20821893215179443
1776343243.4319348,91,0.2668798565864563
1776343256.4917848,93,0.19937527179718018
1776343263.5131004,94,0.404337078332901
1776343270.2858374,95,0.24297460913658142
1776343278.377848,96,0.3462905287742615
1776343285.3709292,97,1.0573291778564453
1776343298.7957308,99,0.6998680830001831
1776343305.7871919,100,0.3554736375808716
1776343312.7242014,101,0.18235111236572266
1776343319.0696566,102,0.40653157234191895
1776343333.0165074,104,0.2993146479129791
1776343339.5895503,105,0.15704040229320526
1776343347.091838,106,0.33593273162841797
1776343353.9608824,107,0.23281808197498322
1776343360.789631,108,0.1410946100950241
1776343367.4726288,109,0.2642686665058136
1776343374.5055199,110,0.20838019251823425
1776343391.519844,111,1.4115214347839355
1776343397.9765043,112,0.4255064129829407
1776343404.2213235,113,0.19599473476409912
1776343417.0744693,115,0.42188435792922974
1776343423.3962138,116,0.4473210573196411
1776343429.5468707,117,0.292471706867218
1776343438.1537652,118,0.2750287652015686
1776343444.8571289,119,0.48019376397132874
1776343451.5157056,120,0.3188173174858093
1776343461.8705165,121,0.42823126912117004
1776343468.2902696,122,0.5160526037216187
1776343474.6441772,123,0.3698146641254425
1776343481.0213687,124,1.177368402481079
1776343494.1641572,126,0.3198583126068115
1776343500.9222262,127,0.2180202603340149
1776343507.6443853,128,0.1537133902311325
1776343514.1109834,129,0.6294851303100586
1776343520.5574574,130,0.43606406450271606
1776343531.0520372,131,0.5374144911766052
1776343538.2208796,132,0.5219082832336426
1776343544.76973,133,0.12697802484035492
1776343558.001952,135,0.30118608474731445
1776343570.934959,137,0.08293723315000534
1776343577.325313,138,0.30090025067329407
1776343584.3825314,139,0.48179978132247925
1776343590.9382024,140,1.2423088550567627
1776343601.4211223,141,0.22445683181285858
1776343607.975778,142,0.055989690124988556
1776343615.18941,143,0.08222666382789612
1776343622.2442834,144,0.5671592950820923
1776343628.7705455,145,0.1834683120250702
1776343635.868426,146,0.5759704113006592
1776343642.2134714,147,0.2367975413799286
1776343648.7043405,148,0.06869050860404968
1776343655.950832,149,0.20871564745903015
1776343677.0599775,151,0.2177538424730301
1776343691.2848792,153,0.3731846511363983
1776343698.4377775,154,0.636888861656189
1776343705.1102211,155,0.4024776816368103
1776343719.0039277,157,0.28795090317726135
1776343725.4170086,158,0.29744887351989746
1776343731.5598156,159,0.2618848383426666
1776343738.1656992,160,0.12912802398204803
1776343749.228083,161,0.37888503074645996
1776343755.721079,162,0.09768443554639816
1776343762.1134663,163,0.25097066164016724
1776343768.3454628,164,0.46377497911453247
1776343775.466729,165,0.2282072752714157
1776343782.1328733,166,0.6744532585144043
1776343789.491589,167,0.29184430837631226
1776343804.4202156,169,0.7263661623001099
1776343810.958606,170,0.28032878041267395
1776343822.982375,171,0.08859308809041977
1776343830.032708,172,0.7054543495178223
1776343836.9750764,173,0.45535334944725037
1776343844.181773,174,0.045344822108745575
1776343851.2338734,175,0.30894458293914795
1776343857.5873146,176,0.25553736090660095
1776343864.7882931,177,0.5197016000747681
1776343872.293456,178,0.13699659705162048
1776343879.2515628,179,0.2758840322494507
1776343899.176254,181,0.34573328495025635
1776343905.8598003,182,0.5256344079971313
1776343912.3588142,183,0.37640857696533203
1776343919.6341627,184,0.08950609713792801
1776343926.2965596,185,0.20823104679584503
1776343932.8996558,186,0.4575105905532837
1776343939.4666395,187,0.3858001232147217
1776343958.3199987,190,0.24940721690654755
1776343970.2108464,191,0.18734894692897797
1776343977.7301605,192,0.39847332239151
1776343985.2581344,193,0.1407856047153473
1776343992.7649047,194,0.6429245471954346
1776344000.3478785,195,0.1925337314605713
1776344007.0738401,196,0.4246778190135956
1776344020.626839,198,0.22338637709617615
1776344027.5034897,199,0.15790843963623047
1776344034.7819047,200,0.5535836219787598
1776344046.3869035,201,0.21310454607009888
1776344060.2720644,203,0.18893511593341827
1776344066.9218993,204,0.2520443797111511
1776344073.8569574,205,0.47977548837661743
1776344080.5390394,206,0.4057021737098694
1776344087.8020706,207,0.23128820955753326
1776344094.3814733,208,0.31206920742988586
1776344100.7643802,209,0.3881896734237671
1776344107.9382048,210,0.38535186648368835
1776344120.2395306,211,0.37115877866744995
1776344126.9523585,212,0.1226784959435463
1776344134.099252,213,0.22319118678569794
1776344140.8206644,214,0.032796841114759445
1776344148.0186348,215,0.32034018635749817
1776344155.3212986,216,0.15850450098514557
1776344162.8312736,217,0.46145302057266235
1776344176.7041216,219,0.35711637139320374
1776344184.0697372,220,0.24323146045207977
1776344195.4636226,221,0.7901818156242371
1776344202.5871058,222,0.2601415812969208
1776344210.1457915,223,0.33025869727134705
1776344217.6219695,224,0.779613733291626
1776344224.8916519,225,0.12028966844081879
1776344232.087959,226,0.5805773735046387
1776344239.5639236,227,0.3903937041759491
1776344259.9779644,230,0.2604261040687561
1776344272.224244,231,0.28798794746398926
1776344279.072733,232,0.378274142742157
1776344285.412502,233,0.24793827533721924
1776344294.610324,234,0.5279892086982727
1776344301.151059,235,0.8315194845199585
1776344308.129982,236,0.402630090713501
1776344314.704054,237,0.7031997442245483
1776344321.691873,238,0.6064209938049316
1776344328.4697344,239,0.6707744598388672
1776344334.6940305,240,0.43366605043411255
1776344351.4148505,242,0.5921047925949097
1776344358.5594375,243,0.523667573928833
1776344364.6555936,244,0.23170533776283264
1776344371.5178268,245,0.15284118056297302
1776344377.8100865,246,0.3119720220565796
1776344384.7163947,247,0.1872538924217224
1776344391.4495406,248,0.23014779388904572
1776344398.9518235,249,0.41857820749282837
1776344405.2243545,250,0.14799994230270386
1776344421.7787488,252,0.15068461000919342
1776344428.308235,253,0.08932839334011078
1776344434.6370833,254,0.3988947868347168
1776344441.0020099,255,0.0938001498579979
1776344447.1835272,256,0.38357552886009216
1776344460.5528882,258,0.3913344740867615
1776344466.9422555,259,0.09490660578012466
1776344473.2210493,260,0.2307605743408203
1776344485.4435532,261,0.3365136682987213
1776344498.4922225,263,0.3034830689430237
1776344505.3100739,264,0.6996058225631714
1776344519.368235,266,0.09649894386529922
1776344532.4933295,268,0.2176670879125595
1776344539.541031,269,0.9595587849617004
1776344557.89471,271,0.07204444706439972
1776344564.472401,272,0.11566603183746338
1776344577.2663143,274,0.4172411561012268
1776344584.4835136,275,0.2862592339515686
1776344590.9619246,276,0.18102389574050903
1776344597.3724396,277,0.19783693552017212
1776344611.178493,279,0.44830334186553955
1776344617.5797431,280,0.5273248553276062
1776344629.5399141,281,0.6877068281173706
1776344636.0701492,282,0.4762398600578308
1776344642.37995,283,0.33781442046165466
1776344648.7757018,284,0.42898908257484436
1776344655.693126,285,0.5166305303573608
1776344662.0986507,286,0.28285229206085205
1776344668.776733,287,0.23248201608657837
1776344675.6426823,288,0.1799759417772293
1776344682.240418,289,0.5301486253738403
1776344688.950332,290,0.16127848625183105
1776344701.7442327,291,2.6089088916778564
1776344708.721927,292,0.26563990116119385
1776344715.645366,293,0.041294120252132416
1776344729.288568,295,0.27420663833618164
1776344735.7639294,296,0.2739603519439697
1776344743.133834,297,0.4484715163707733
1776344750.2973297,298,0.2882247269153595
1776344756.909893,299,0.8316705822944641
1776344763.172377,300,0.3665962517261505
1776344775.2866895,301,0.5911960005760193
1776344781.5592086,302,0.3851591944694519
1776344789.0486465,303,0.5176732540130615
1776344795.2798307,304,0.09175537526607513
1776344802.6356957,305,0.4576840102672577
1776344809.8539517,306,0.5029884576797485
1776344817.3080635,307,0.23475545644760132
1776344825.12819,308,0.18398326635360718
1776344831.8609793,309,0.39118170738220215
1776344838.6104963,310,0.20369268953800201
1776344856.760456,312,0.21272534132003784
1776344864.0766954,313,0.39916178584098816
1776344871.829535,314,0.23446621000766754
1776344878.4651895,315,0.11873212456703186
1776344885.7221138,316,1.771711826324463
1776344892.8802953,317,0.11753420531749725
1776344906.6134949,319,0.22979582846164703
1776344913.2419755,320,0.37574270367622375
1776344925.1326737,321,0.2136983573436737
1776344931.6145368,322,0.24243080615997314
1776344938.1843426,323,0.2916545867919922
1776344952.0200381,325,0.22158928215503693
1776344958.3790264,326,0.7168385982513428
1776344965.2706125,327,0.1769748032093048
1776344971.575198,328,0.1577116698026657
1776344979.0255742,329,0.28973621129989624
1776344985.048873,330,0.2647254168987274
1776344996.6696072,331,0.12633946537971497
1776345004.2535367,332,0.9333518743515015
1776345011.8966353,333,0.8839505314826965
1776345019.4269853,334,0.24218928813934326
1776345026.929774,335,0.260028600692749
1776345033.3791566,336,0.25485527515411377
1776345040.524506,337,0.44287392497062683
1776345047.162655,338,0.20599332451820374
1776345054.1217628,339,0.3917367458343506
1776345072.8692365,341,0.24933014810085297
1776345079.4992785,342,0.28904053568840027
1776345085.9569511,343,0.46560055017471313
1776345092.006343,344,0.14399942755699158
1776345099.3347073,345,0.6161456108093262
1776345106.8112278,346,0.23132088780403137
1776345114.1804476,347,0.32897889614105225
1776345121.0693579,348,0.15639227628707886
1776345128.2888563,349,0.3730320334434509
1776345136.819549,350,0.29164958000183105
1776345148.9410298,351,0.4000474810600281
1776345162.9074993,353,0.3277905583381653
1776345169.7409086,354,0.07383193075656891
1776345176.7982388,355,0.3284529447555542
1776345183.398737,356,0.3799320459365845
1776345196.788444,358,0.5571327209472656
1776345203.7216034,359,0.42227599024772644
1776345222.8399827,361,0.2643168568611145
1776345229.5316453,362,0.14556798338890076
1776345235.5708084,363,0.2573019862174988
1776345242.8983335,364,0.1394878327846527
1776345249.2459898,365,0.5441416501998901
1776345256.2660608,366,0.236977219581604
1776345262.648194,367,0.22517426311969757
1776345268.6248953,368,0.650408923625946
1776345274.8333726,369,0.4479057192802429
1776345282.039994,370,0.23191550374031067
1776345304.7885332,373,0.4328421950340271
1776345311.3704617,374,0.4027020335197449
1776345317.70601,375,0.16696245968341827
1776345324.6591926,376,0.30593618750572205
1776345331.361849,377,0.655089259147644
1776345337.7499442,378,0.723060667514801
1776345344.4810047,379,0.6850123405456543
1776345351.5933762,380,0.29664474725723267
1776345367.2903514,382,0.1722264289855957
1776345374.076275,383,0.14028242230415344
1776345388.0211494,385,0.4148554503917694
1776345394.791015,386,0.479192852973938
1776345401.8244114,387,0.09471343457698822
1776345422.1180587,390,0.4817916452884674
1776345432.254087,391,0.1485479325056076
1776345438.846741,392,0.21870696544647217
1776345445.0824094,393,0.31751179695129395
1776345452.0402396,394,0.15948107838630676
1776345458.650943,395,1.514557123184204
1776345465.9930403,396,0.8669869899749756
1776345472.3230832,397,0.27418121695518494
1776345479.349229,398,0.4381787180900574
1776345486.8574982,399,0.4742756485939026
1776345493.398529,400,0.5307391881942749
1776345502.7385428,401,0.35169342160224915
1776345509.8059464,402,0.5168869495391846
1776345516.3481915,403,0.2940690517425537
1776345523.3103006,404,0.42303407192230225
1776345529.6356435,405,0.4376738965511322
1776345536.0047653,406,0.36747220158576965
1776345542.4120362,407,0.2740524709224701
1776345548.597829,408,0.18268704414367676
1776345555.6899495,409,0.23943814635276794
1776345562.050911,410,0.6361086964607239
1776345572.6573255,411,0.3821644186973572
1776345579.4290257,412,0.6071262359619141
1776345586.8322697,413,0.10019739717245102
1776345593.9875758,414,1.2034811973571777
1776345601.4640923,415,0.4085018038749695
1776345607.7686696,416,0.8883542418479919
1776345628.216776,419,0.4313192367553711
1776345634.589694,420,0.18001842498779297
1776345647.0719757,421,0.4300938844680786
1776345653.4213736,422,0.15830682218074799
1776345660.0153334,423,0.5553611516952515
1776345666.9134374,424,0.3854662775993347
1776345673.6741366,425,0.6935455203056335
1776345680.1267085,426,0.12282069772481918
1776345687.4252017,427,0.20660552382469177
1776345694.6259084,428,0.27822792530059814
1776345708.6826034,430,0.14522790908813477
1776345725.1009126,431,0.7288317680358887
1776345731.7821412,432,0.15662938356399536
1776345739.3224902,433,0.13185149431228638
1776345753.220817,435,0.1913960725069046
1776345759.6172218,436,0.06777120381593704
1776345767.2758436,437,0.1769576370716095
1776345774.1495388,438,0.21801602840423584
1776345780.3775556,439,0.37324059009552
1776345786.6914895,440,0.23878103494644165
1776345797.6634362,441,0.2156064510345459
1776345804.8604121,442,0.22023341059684753
1776345819.5260856,444,2.268507957458496
1776345825.9262874,445,0.45671749114990234
1776345832.644488,446,0.40273216366767883
1776345839.6388268,447,0.2112945318222046
1776345845.974763,448,0.4479373097419739
1776345858.9877765,450,0.7197532653808594
