Wall time,Step,Value
1776319398.6842456,5,3.0909223556518555
1776319468.3980129,15,4.7153825759887695
1776319475.5619292,16,7.2151641845703125
1776319495.3375876,19,3.5910680294036865
1776319502.0677762,20,4.403850078582764
1776319509.250278,21,1.9887303113937378
1776319522.8318841,23,2.8407857418060303
1776319550.167437,27,5.340887546539307
1776319556.54244,28,3.7774689197540283
1776319644.372934,41,5.861693859100342
1776319689.7557886,48,0.38757461309432983
1776319696.0218914,49,3.789759397506714
1776319702.3894262,50,4.088913440704346
1776319715.0656912,52,2.405932664871216
1776319733.2156646,55,2.3467037677764893
1776319773.729552,61,3.6066651344299316
1776319780.1881082,62,3.1557297706604004
1776319787.270561,63,3.1431219577789307
1776319793.4362006,64,4.67939567565918
1776319814.2974565,67,3.568141460418701
1776319820.813354,68,4.099320888519287
1776319827.1235662,69,3.159376382827759
1776319840.8941298,71,1.46177077293396
1776319847.6068811,72,1.9310665130615234
1776319886.0261502,78,2.1921041011810303
1776319917.4808276,83,5.775215148925781
1776319965.190136,90,5.299342155456543
1776320029.251471,100,6.42255973815918
1776320054.472011,104,5.461171627044678
1776320073.0940447,107,4.199865341186523
1776320079.1246967,108,5.656040668487549
1776320091.7795217,110,5.440231800079346
1776320136.010631,117,5.044751167297363
1776320168.1281111,122,5.7566447257995605
1776320193.503039,126,0.7346088886260986
1776320200.1591053,127,4.903772830963135
1776320212.5379298,129,3.2523930072784424
1776320226.2062883,131,3.8100576400756836
1776320264.263647,137,5.806129455566406
1776320270.3004973,138,2.2509076595306396
1776320315.4417636,145,7.132077217102051
1776320328.3037305,147,5.938353538513184
1776320335.0464725,148,5.943145751953125
1776320354.8795593,151,4.924820899963379
1776320400.8666117,158,3.7569408416748047
1776320420.0456057,161,5.4281158447265625
1776320433.9993875,163,4.002201080322266
1776320447.2672777,165,6.286535263061523
1776320490.270561,171,4.800905227661133
1776320496.5076957,172,6.835745334625244
1776320503.5406792,173,3.6782784461975098
1776320536.4706163,178,3.62554669380188
1776320579.9635565,185,5.209087371826172
1776320586.3220448,186,1.787128210067749
1776320592.4289129,187,4.824995994567871
1776320618.2027724,191,5.82856559753418
1776320624.6624668,192,4.758898735046387
1776320631.486062,193,4.568990230560303
1776320675.6222985,200,4.049042701721191
1776320695.3984528,203,3.9485113620758057
1776320701.683933,204,3.0669302940368652
1776320708.2682207,205,1.5019097328186035
1776320714.3834815,206,5.243375778198242
1776320727.3296218,208,4.111965656280518
1776320753.8552697,212,5.514316082000732
1776320766.3548458,214,4.888102054595947
1776320779.011927,216,4.649876594543457
1776320804.145463,220,2.9366769790649414
1776320810.1909614,221,3.1676692962646484
1776320816.2646546,222,4.034056663513184
1776320835.4933102,225,4.405051231384277
1776320866.562083,230,3.131463050842285
1776320930.116916,240,3.4269208908081055
1776320962.753817,245,0.6079516410827637
1776320969.7010727,246,1.8109431266784668
1776320975.41377,247,1.7251601219177246
1776321055.5803876,259,4.254012107849121
1776321061.9191298,260,4.100005149841309
1776321068.9658852,261,-0.7872567176818848
1776321141.386556,272,1.1469058990478516
1776321160.8474872,275,3.4998550415039062
1776321174.3137732,277,1.086201548576355
1776321187.0868702,279,0.41942596435546875
1776321214.7788353,283,3.874741315841675
1776321233.7964513,286,1.899106740951538
1776321253.6261609,289,2.820769786834717
1776321266.0983534,291,2.497870683670044
1776321298.009319,296,3.155860185623169
1776321311.512317,298,4.177211761474609
1776321318.4083283,299,2.823153257369995
1776321370.3968284,307,4.5015645027160645
1776321382.8668487,309,4.092397689819336
1776321410.3271189,313,1.5896662473678589
1776321437.4651935,317,3.353428840637207
1776321450.3139777,319,3.731330156326294
1776321456.3821223,320,3.477954626083374
